product_id,product_position,promotion,product_category,seasonal,sales_volume,brand,url,name,description,price,currency,terms,section,season,material,origin,sales
113143,Aisle,True,clothing,Yes,1696,Zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,HERRINGBONE TEXTURED JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,22.99,USD,jackets,WOMAN,Winter,Wool,China,38991.04
140028,Aisle,True,clothing,No,1538,Zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,15.95,USD,jackets,WOMAN,Autumn,Polyester,Portugal,24531.1
134693,Aisle,True,clothing,Yes,822,Zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,49.99,USD,jackets,MAN,Autumn,Cotton,Portugal,41091.78
151396,Front of Store,True,clothing,No,840,Zara,https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,69.99,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh,58791.6
132889,Aisle,True,clothing,Yes,1569,Zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,28.99,USD,jackets,WOMAN,Spring,Polyester,China,45485.31
152174,End-cap,True,clothing,Yes,952,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,29.99,USD,jackets,WOMAN,Spring,Wool Blend,India,28550.48
129906,Aisle,True,clothing,Yes,915,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,29.99,USD,jackets,WOMAN,Autumn,Cotton,Portugal,27440.85
195879,Front of Store,True,clothing,Yes,1522,Zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,25.99,USD,jackets,WOMAN,Autumn,Cotton,India,39556.78
155050,Aisle,True,clothing,Yes,1305,Zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,77.99,USD,jackets,MAN,Winter,Polyester,Morocco,101776.95
194410,End-cap,True,clothing,No,840,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,49.99,USD,jackets,WOMAN,Spring,Linen,Bangladesh,41991.6
141904,End-cap,True,clothing,No,997,Zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,25.95,USD,jackets,WOMAN,Spring,Denim,China,25872.149999999998
124981,Front of Store,True,clothing,Yes,857,Zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,79.99,USD,jackets,WOMAN,Autumn,Denim,Bangladesh,68551.43
161909,Aisle,True,clothing,No,982,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,39.99,USD,jackets,WOMAN,Spring,Wool Blend,Vietnam,39270.18
129152,End-cap,True,clothing,Yes,970,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,19.95,USD,jackets,MAN,Autumn,Wool Blend,Spain,19351.5
183243,Front of Store,True,clothing,No,1453,Zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,39.99,USD,jackets,WOMAN,Autumn,Polyester,Brazil,58105.47
198248,Front of Store,True,clothing,No,870,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,22.99,USD,jackets,MAN,Autumn,Polyester,India,20001.3
191230,End-cap,True,clothing,No,1533,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,21.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia,33710.67
187234,Front of Store,True,clothing,Yes,807,Zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,49.99,USD,jackets,WOMAN,Spring,Cotton,India,40341.93
148888,Front of Store,True,clothing,Yes,1604,Zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,24.95,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,40019.799999999996
110805,Front of Store,True,clothing,Yes,1255,Zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,21.99,USD,jackets,MAN,Autumn,Viscose,China,27597.449999999997
179801,Front of Store,True,clothing,Yes,1268,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,22.99,USD,jackets,MAN,Autumn,Cotton,China,29151.32
134927,Aisle,True,clothing,Yes,1047,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,24.0,USD,jackets,WOMAN,Winter,Viscose,Bangladesh,25128.0
123150,End-cap,True,clothing,Yes,744,Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,49.99,USD,jackets,MAN,Autumn,Polyester,Spain,37192.560000000005
159145,End-cap,True,clothing,Yes,1744,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,32.99,USD,jackets,WOMAN,Winter,Wool,Turkey,57534.560000000005
172364,Aisle,True,clothing,Yes,1447,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,31.99,USD,jackets,WOMAN,Autumn,Viscose,India,46289.53
178281,End-cap,True,clothing,No,911,Zara,https://www.zara.com/us/en/bomber-jacket-p06318502.html,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam,36430.89
194339,End-cap,True,clothing,No,1575,Zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,16.99,USD,jackets,WOMAN,Autumn,Viscose,Cambodia,26759.249999999996
174412,Aisle,True,clothing,No,1440,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,16.99,USD,jackets,WOMAN,Spring,Viscose,Spain,24465.6
114877,Aisle,True,clothing,Yes,942,Zara,https://www.zara.com/us/en/suede-jacket-p02521102.html,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam,37670.58
140727,End-cap,True,clothing,No,972,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,21.99,USD,jackets,WOMAN,Winter,Viscose,Bangladesh,21374.28
133109,Front of Store,True,clothing,Yes,860,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,45.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh,39551.4
127296,Aisle,True,clothing,No,709,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,45.99,USD,jackets,MAN,Spring,Cotton,China,32606.91
133757,Aisle,True,clothing,Yes,663,Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,99.99,USD,jackets,WOMAN,Autumn,Wool,Spain,66293.37
111760,End-cap,True,clothing,No,876,Zara,https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,22.99,USD,jackets,MAN,Spring,Wool Blend,Argentina,20139.239999999998
198375,End-cap,True,clothing,Yes,1284,Zara,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,19.99,USD,jackets,WOMAN,Spring,Polyester,Turkey,25667.159999999996
168837,Aisle,True,clothing,No,871,Zara,https://www.zara.com/us/en/faux-suede-jacket-p03548689.html,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,22.99,USD,jackets,MAN,Autumn,Polyester,Argentina,20024.289999999997
138505,Front of Store,True,clothing,Yes,1330,Zara,https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,43.95,USD,jackets,WOMAN,Autumn,Cotton,Morocco,58453.50000000001
116228,End-cap,True,clothing,No,880,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,74.99,USD,jackets,WOMAN,Winter,Polyester,India,65991.2
167592,Front of Store,True,clothing,No,815,Zara,https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,49.99,USD,jackets,WOMAN,Autumn,Viscose,Argentina,40741.85
133100,End-cap,True,clothing,Yes,851,Zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,39.95,USD,jackets,MAN,Autumn,Wool,India,33997.450000000004
119955,Front of Store,True,clothing,No,749,Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,59.99,USD,jackets,MAN,Autumn,Polyester,Morocco,44932.51
189349,End-cap,True,clothing,No,1211,Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,86.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh,105344.89
127478,Front of Store,True,clothing,Yes,899,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,22.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia,20632.05
180661,Front of Store,True,clothing,No,908,Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,17.95,USD,jackets,MAN,Winter,Wool Blend,China,16298.599999999999
186681,End-cap,True,clothing,No,895,Zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,29.0,USD,jackets,WOMAN,Autumn,Acrylic,Bangladesh,25955.0
133183,Front of Store,True,clothing,Yes,785,Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Polyester,Vietnam,23510.75
173508,Aisle,True,clothing,No,735,Zara,https://www.zara.com/us/en/pocket-jacket-p06318507.html,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,19.99,USD,jackets,MAN,Autumn,Viscose,Turkey,14692.65
187930,End-cap,True,clothing,No,980,Zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,22.0,USD,jackets,WOMAN,Autumn,Cotton,India,21560.0
124088,End-cap,True,clothing,Yes,964,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,35.95,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh,34655.8
190238,Front of Store,True,clothing,Yes,826,Zara,https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,29.99,USD,jackets,MAN,Spring,Denim,Spain,24771.739999999998
163234,Front of Store,True,clothing,No,923,Zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,25.99,USD,jackets,WOMAN,Spring,Denim,Turkey,23988.769999999997
135610,Aisle,True,clothing,No,1297,Zara,https://www.zara.com/us/en/wool-blend-jacket-p09621448.html,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,92.99,USD,jackets,MAN,Winter,Wool Blend,Vietnam,120608.03
117065,Aisle,True,clothing,No,919,Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,49.95,USD,jackets,WOMAN,Spring,Cotton,China,45904.05
149315,End-cap,True,clothing,No,896,Zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,19.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia,17911.039999999997
149510,Aisle,True,clothing,No,815,Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Viscose,India,24409.25
137990,Aisle,True,clothing,Yes,1226,Zara,https://www.zara.com/us/en/cotton-jacket-p00706301.html,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,41.95,USD,jackets,MAN,Autumn,Polyester,Turkey,51430.700000000004
154016,End-cap,True,clothing,Yes,1012,Zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,53.0,USD,jackets,WOMAN,Winter,Wool,China,53636.0
117751,Aisle,True,clothing,Yes,784,Zara,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,15.0,USD,jackets,MAN,Spring,Viscose,Turkey,11760.0
182362,Front of Store,True,clothing,Yes,723,Zara,https://www.zara.com/us/en/cropped-overshirt-p04432403.html,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,89.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia,65033.85
117725,Aisle,True,clothing,No,1323,Zara,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,35.99,USD,jackets,WOMAN,Spring,Cotton,China,47614.770000000004
145289,End-cap,True,clothing,No,1457,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,37.99,USD,jackets,WOMAN,Autumn,Cotton,India,55351.43
175059,Aisle,True,clothing,Yes,891,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,29.99,USD,jackets,WOMAN,Spring,Wool Blend,China,26721.09
199368,Front of Store,True,clothing,No,936,Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,38.99,USD,jackets,WOMAN,Winter,Wool,Bangladesh,36494.64
162883,Front of Store,True,clothing,No,1429,Zara,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,28.99,USD,jackets,MAN,Autumn,Polyester,China,41426.71
135490,Front of Store,True,clothing,No,797,Zara,https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,78.99,USD,jackets,MAN,Winter,Polyester,Portugal,62955.03
125408,End-cap,True,clothing,Yes,1448,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,33.99,USD,jackets,WOMAN,Spring,Cotton,Turkey,49217.520000000004
134763,Front of Store,True,clothing,Yes,1050,Zara,https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,64.99,USD,jackets,WOMAN,Winter,Polyester,Spain,68239.5
143231,Aisle,True,clothing,Yes,920,Zara,https://www.zara.com/us/en/technical-padded-jacket-p03833311.html,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,59.99,USD,jackets,WOMAN,Autumn,Wool Blend,China,55190.8
125409,End-cap,True,clothing,Yes,687,Zara,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,99.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh,68693.12999999999
183074,Aisle,True,clothing,Yes,1407,Zara,https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html,BOXY FIT DENIM JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,16.95,USD,jackets,WOMAN,Spring,Denim,Turkey,23848.649999999998
